hour,line_0_pct,line_1_pct,line_2_pct,line_3_pct,line_4_pct,line_5_pct,line_6_pct,line_7_pct,line_8_pct,line_9_pct,line_10_pct,line_11_pct,line_12_pct,line_13_pct,line_14_pct,line_15_pct,line_16_pct,line_17_pct,line_18_pct,line_19_pct,line_20_pct,line_21_pct,line_22_pct,line_23_pct,line_24_pct,line_25_pct,line_26_pct,line_27_pct,line_28_pct,line_29_pct,line_30_pct,line_31_pct,line_32_pct,line_33_pct,line_34_pct,line_35_pct,line_36_pct
0,0.0004871660835016252,0.00042428097023037057,0.0003520675823698941,0.0003379030420468606,0.0003254955761090173,0.00018550454048678423,0.00016765952223502068,0.00014947092158058142,0.0001356512711802995,0.00012147343189085414,0.0001077075162560298,9.332071579337414e-05,7.856111487037871e-05,6.145393401629358e-05,4.6529673551573316e-05,3.1487434540836546e-05,1.6327276645245592e-05,5.046728103397468e-05,3.794558987636466e-05,2.5316337353140414e-05,1.2666994446889434e-05,5.9412991198719625e-05,4.652341205254596e-05,2.3302396970798428e-05,0.0001274691678794044,0.00011458533827907192,0.00010170287372678337,8.868213111767136e-05,7.321879422059912e-05,5.0245349313939655e-05,3.31965656325607e-05,1.4026654848259024e-05,0.0,0.0,0.0,0.0,0.0
1,0.0004745488468513905,0.00041275972006823535,0.0003432805237725682,0.00032945670582141526,0.00031721965463229367,0.00018111471602017584,0.00016389918828036857,0.00014636104944782807,0.0001327815003710348,0.0001188608503616666,0.00010531498006658009,9.12001965795922e-05,7.673199633039772e-05,6.013056132559703e-05,4.550066545941966e-05,3.076102973803315e-05,1.59098584527333e-05,4.9585786448476357e-05,3.728070932161262e-05,2.487229245312097e-05,1.2444604801428489e-05,5.690499141538664e-05,4.425234186331842e-05,2.2162756451017296e-05,0.00012370110178547294,0.00011099427523041717,9.82846990777904e-05,8.543659212558249e-05,7.037062750672443e-05,4.869252259620885e-05,3.2188374106128946e-05,1.3757991366822529e-05,0.0,0.0,0.0,0.0,0.0
2,0.0004670726361146508,0.00040593958229211255,0.0003380926999056933,0.00032447189839813947,0.0003123364659116039,0.0001785224035504931,0.00016168066122417246,0.00014452835355783342,0.0001310909663655776,0.00011732233275103135,0.00010390622731189936,8.995191615076668e-05,7.56553136441691e-05,5.935177488128827e-05,4.489527875623294e-05,3.0333725056326812e-05,1.5664284750784083e-05,4.905814689068953e-05,3.688276367616274e-05,2.4606529315040706e-05,1.2311506988309002e-05,5.540784999259464e-05,4.2896230547158096e-05,2.1482355045850117e-05,0.0001214822661657164,0.00010888080082516326,9.627404246734566e-05,8.352841146163602e-05,6.869758948099057e-05,4.777486195728983e-05,3.1592703087477966e-05,1.3599514258723025e-05,0.0,0.0,0.0,0.0,0.0
3,0.0004621270486283722,0.0004014307311940864,0.0003346685695991026,0.0003211825150805812,0.000309114573048717,0.00017681099166091236,0.00016021683356921365,0.00014331992683281212,0.0001299765475186638,0.00011630833288041433,0.0001029778242899051,8.912938900422708e-05,7.494587897708347e-05,5.883869419978496e-05,4.4496508517835136e-05,3.005228108528199e-05,1.5502528729196132e-05,4.8706921794537e-05,3.661788405831615e-05,2.4429635810227234e-05,1.2222917763441774e-05,5.4413018646221986e-05,4.199494094248748e-05,2.1030194764218462e-05,0.00012002041930344482,0.00010748888201241264,9.49503323608356e-05,8.227262071183684e-05,6.759725282161324e-05,4.71688029996716e-05,3.11993532344519e-05,1.3494965216670697e-05,0.0,0.0,0.0,0.0,0.0
4,0.00046459601182096837,0.000403681391258486,0.0003363772212211317,0.00032282385324193346,0.00031072219122815303,0.00017766503819275075,0.00016094724774842512,0.00014392282130257185,0.00013053251377750154,0.0001168141809544387,0.0001034409641097904,8.953970010914913e-05,7.529977271752745e-05,5.909463264804153e-05,4.469541869285294e-05,3.0192665530848356e-05,1.558321352824112e-05,4.888248043307978e-05,3.675028178513903e-05,2.4518054148349058e-05,1.2267197999981118e-05,5.491010479994655e-05,4.24453043862044e-05,2.125612941449585e-05,0.00012074960914619764,0.00010818313755599034,9.561051532732827e-05,8.289888115877589e-05,6.814591457332097e-05,4.747126604493592e-05,3.139565505669976e-05,1.3547130705516745e-05,0.0,0.0,0.0,0.0,0.0
5,0.0004745488468513905,0.00041275972006823535,0.0003432805237725682,0.00032945670582141526,0.00031721965463229367,0.00018111471602017584,0.00016389918828036857,0.00014636104944782807,0.0001327815003710348,0.0001188608503616666,0.00010531498006658009,9.12001965795922e-05,7.673199633039772e-05,6.013056132559703e-05,4.550066545941966e-05,3.076102973803315e-05,1.59098584527333e-05,4.9585786448476357e-05,3.728070932161262e-05,2.487229245312097e-05,1.2444604801428489e-05,5.690499141538664e-05,4.425234186331842e-05,2.2162756451017296e-05,0.00012370110178547294,0.00011099427523041717,9.82846990777904e-05,8.543659212558249e-05,7.037062750672443e-05,4.869252259620885e-05,3.2188374106128946e-05,1.3757991366822529e-05,0.0,0.0,0.0,0.0,0.0
6,0.0004999843300577845,0.00043600014836468775,0.00036103588330037127,0.00034652770617336784,0.0003339484657292559,0.0001899847112646742,0.0001715018928534083,0.0001526533345639765,0.00013858945679675756,0.00012414942096007015,0.00011015854042122175,9.549377379179425e-05,8.043570104835715e-05,6.281071959920786e-05,4.7585026343879964e-05,3.223255042252403e-05,1.6755363894795815e-05,5.135132930694266e-05,3.8612468978788755e-05,2.5761732789209933e-05,1.2890067891648109e-05,6.19365647222409e-05,4.8807762734288633e-05,2.4448926623067045e-05,0.00013132579949297668,0.00011826298389450785,0.00010520545136841565,9.200939344749113e-05,7.614147253566784e-05,5.18283631114103e-05,3.422463663235369e-05,1.4301205703468039e-05,0.0,0.0,0.0,0.0,0.0
7,0.00016630141596810408,0.0001477361042998345,0.00010597604262121215,0.00010061326025248969,9.813506155057896e-05,4.5964754348317266e-05,3.744743490895118e-05,2.88970880670957e-05,2.6481722680436292e-05,2.4057733246839182e-05,2.198700519648082e-05,1.9309295145838522e-05,1.662194069358884e-05,1.1130305002152615e-05,8.7935311379363e-06,6.325418446915033e-06,3.856939606043921e-06,1.4449850161442511e-05,1.0846640542102255e-05,7.233075321470011e-06,3.617464152299097e-06,3.855316426702385e-05,3.474102087351713e-05,1.739400173321694e-05,5.136595646019905e-05,4.9101365927040516e-05,4.6853998149689665e-05,4.475828473383424e-05,3.9727533859634615e-05,1.8326371077444096e-05,1.1873266045423449e-05,2.815666684358974e-06,0.0,0.0,0.0,0.0,0.0
8,0.00017721169217234966,0.00015748020264158067,0.00011304631340390248,0.0001073409274732939,0.00010470339718967898,4.903050978955448e-05,3.995408530191869e-05,3.0839889100584294e-05,2.8264366843910215e-05,2.567874571323003e-05,2.3469746795847352e-05,2.0612990161151684e-05,1.7744899575054917e-05,1.1883095445462917e-05,9.38867366274435e-06,6.753805063205765e-06,4.118210278220508e-06,1.535823598300246e-05,1.1529133180623996e-05,7.688328571577369e-06,3.845211534067733e-06,4.102376688683927e-05,3.696892998217106e-05,1.8511109171431928e-05,5.481307312949131e-05,5.2399827814180856e-05,5.000458363928887e-05,4.776948194805823e-05,4.240177449660722e-05,1.95629377963225e-05,1.2674680276637211e-05,3.0057570624449396e-06,0.0,0.0,0.0,0.0,0.0
9,0.00017065729881160936,0.00015162560117190911,0.000108796971281241,0.00010329726089865046,0.00010075539794990407,4.7187960428501825e-05,3.8447420501778166e-05,2.96719997393447e-05,2.7192717908121984e-05,2.470423794737737e-05,2.2578343397976653e-05,1.982920232958426e-05,1.706975974942951e-05,1.1430492790901102e-05,9.030847694805303e-06,6.496235464089362e-06,3.961118984002999e-06,1.4813127634564186e-05,1.1119570984137389e-05,7.415130278179416e-06,3.7085390273004167e-06,3.9540484192770206e-05,3.5631330291101034e-05,1.784039195222885e-05,5.274098499654497e-05,5.0417044639631044e-05,4.8110643388048044e-05,4.5959308897832265e-05,4.079413784013913e-05,1.8819520332056326e-05,1.2192869855071168e-05,2.8914740289866523e-06,0.0,0.0,0.0,0.0,0.0
