hour,bus_0_pu,bus_1_pu,bus_2_pu,bus_3_pu,bus_4_pu,bus_5_pu,bus_6_pu,bus_7_pu,bus_8_pu,bus_9_pu,bus_10_pu,bus_11_pu,bus_12_pu,bus_13_pu,bus_14_pu,bus_15_pu,bus_16_pu,bus_17_pu,bus_18_pu,bus_19_pu,bus_20_pu,bus_21_pu,bus_22_pu,bus_23_pu,bus_24_pu,bus_25_pu,bus_26_pu,bus_27_pu,bus_28_pu,bus_29_pu,bus_30_pu,bus_31_pu,bus_32_pu
0,1.0,0.9982001284145396,0.9896733700670419,0.9851715098534568,0.980724865207887,0.969671316191192,0.9675778230380828,0.9646673593118008,0.9609103838424407,0.9574272798947923,0.9569122012124852,0.9560144148305959,0.9523582204811379,0.9510030661340794,0.9501590835990554,0.9493417738536644,0.9481310009895493,0.9477683942467009,0.9978734501859708,0.9956622753195904,0.9952268832211401,0.9948329888265173,0.9874754401772874,0.9833875434428893,0.9813513168110568,0.9685143859663743,0.9669777435226792,0.9601216519317907,0.9551974414764637,0.9530666452810407,0.9505767845473094,0.9500290694937656,0.9498593721681278
1,1.0,0.9983199534127587,0.9903628394644224,0.9861639785698969,0.9820170310261173,0.9717092024746327,0.9697569731824829,0.9670428102529064,0.9635401064889466,0.9602928957060619,0.959812705893819,0.9589757629249902,0.9555676832010598,0.9543045435286415,0.9535178990845271,0.9527561283626784,0.9516276726987766,0.9512897158718424,0.9980144391497833,0.9959465933466275,0.9955394268779273,0.9951710716576875,0.98830911017578,0.9844895345785416,0.9825870796186285,0.9706305056389112,0.9691978438174771,0.9628057308223879,0.9582148654190823,0.9562283842546729,0.9539073899006473,0.9533968247078508,0.9532386385593258
2,1.0,0.9984094601544078,0.9908776695527993,0.9869048239104509,0.9829813887472785,0.9732296443100538,0.9713827529486411,0.9688149766109843,0.9655018039326525,0.9624304096258486,0.9619762227609645,0.9611846237294962,0.9579614201811265,0.9567668376990117,0.9560229108677643,0.9553025161375707,0.9542353818566468,0.953915788011931,0.9981198107462328,0.9961593997041582,0.9957733899319008,0.9954241774151722,0.9889318641474707,0.9853130962018781,0.9835107429894369,0.9722092683687868,0.9708541144393408,0.9648078499172699,0.9604654487696589,0.958586528238233,0.9563913700910838,0.9559084880176238,0.9557588795910003
3,1.0,0.9984689612251437,0.9912198222230275,0.9873970740891367,0.9836220556043538,0.9742395292163367,0.9724625768833309,0.9699919978495805,0.9668046291541621,0.9638499283203222,0.9634129999754241,0.9626514948825398,0.9595509749003541,0.9584018844612602,0.9576863019958901,0.956993360823,0.9559669122469783,0.9556595020586961,0.9981898845335537,0.9963010672195179,0.9959291559659905,0.9955926997086929,0.9893458589710465,0.9858607580147013,0.9841250319985474,0.9732578677252863,0.9719541616928413,0.9661374610878118,0.9619599782914214,0.9601524479580492,0.9580407991245152,0.9575762884017547,0.9574323723575907
4,1.0,0.9984986611832399,0.991390581184303,0.9876427096542885,0.9839417237289055,0.9747433592857994,0.9730012914126824,0.9705791940343652,0.9674545639442759,0.9645580561443523,0.9641297342564551,0.9633832359356157,0.960343889309265,0.9592174817229477,0.958516031644074,0.9578367785250106,0.9568306148479997,0.9565292791709714,0.9982248696965454,0.9963718404315256,0.9960069766574774,0.9956768968705225,0.9895525070336553,0.9861341784359278,0.9844317339844693,0.9737810056650136,0.9725029570351054,0.9668007408395045,0.9627055020292615,0.9609335726764691,0.9588635652133293,0.9584082152033323,0.9582671376003501
5,1.0,0.9984392275984576,0.9910488519925842,0.98715111266951,0.9833019446253777,0.9737349587163887,0.9719230653113615,0.9694039267491206,0.9661537107045899,0.9631407145393454,0.9626951645608491,0.9619186259427852,0.9587568205114264,0.9575850051793904,0.956855263842436,0.9561486088439339,0.9551018368006637,0.9547883405765973,0.9981548649333266,0.9962302536956857,0.9958512937765073,0.9955084599430054,0.9891389783395419,0.9855870643001264,0.9838180353810153,0.9727339565057341,0.9714045487798794,0.9654731657267112,0.9612132957221625,0.9593701017671281,0.9572167361668407,0.9567430481178086,0.9565962884745349
6,1.0,0.9982601103842147,0.9900185407863036,0.9856684172195488,0.9813718631564711,0.9706917900616111,0.9686690459696318,0.965856893752637,0.9622272793890271,0.9588623339796312,0.9583647311795939,0.9574974219503678,0.9539655173519593,0.9526564575393397,0.9518411989970831,0.9510517122365039,0.9498821780138832,0.9495319201449807,0.9979440156879286,0.9958045171909109,0.9953832402975021,0.9950021177182775,0.9878927545293941,0.9839391012163183,0.9819698038383816,0.9695740445505603,0.9680894841478584,0.9614657920297314,0.9567085507786348,0.9546500418840146,0.9522447706439275,0.9517156649634438,0.9515517339200901
7,1.0,0.9980193361275805,0.9886325452028535,0.9836725845058741,0.9787727157498427,0.9665912279921595,0.9642840587481809,0.9610766951094788,0.9569348868494619,0.953094719790249,0.9525268295503186,0.9515369347518433,0.9475050325046334,0.946010529531005,0.9450797038117925,0.944178271881683,0.9428428051983705,0.9424428596498154,0.9976608886367512,0.9952345420900296,0.994756775590018,0.9943245389141451,0.9862176601133876,0.9817260306198965,0.9794884908487324,0.965315913523603,0.9636219053770204,0.95606360898204,0.9506348695795773,0.9482856271268905,0.945540089291413,0.9449361255322852,0.9447489987739122
8,1.0,0.9978067697244251,0.9874079406645979,0.9819079118458951,0.9764735430636821,0.9629615256669926,0.9604022899095028,0.9568447225532212,0.9522485932409516,0.9479868172552144,0.9473565664015584,0.946257894154185,0.9417821387186539,0.9401229881813601,0.9390895379789783,0.9380886909805517,0.9366058428872814,0.9361617661395629,0.9974112224998326,0.994733570525656,0.9942063123464528,0.9937292918541712,0.9847389346272352,0.9797743589630854,0.9773009451361454,0.9615464816215888,0.9596667021317097,0.951279427035758,0.9452550246539977,0.9426478451474465,0.9396003016585628,0.9389298955890815,0.9387221802529054
9,1.0,0.9976538229976366,0.986526230791172,0.9806366216104501,0.9748165667431303,0.9603442455039313,0.957603073996011,0.9537927641703282,0.948868479596487,0.9443021271292317,0.943626824420825,0.9424495569423129,0.93765299867346,0.9358748296228757,0.9347671852749956,0.9336944602810192,0.9321050410271001,0.9316290539789088,0.9972317523255325,0.9943744160433463,0.9938117702361428,0.9933027273479877,0.9836750359099768,0.9783713529985951,0.975728782278255,0.958828296262647,0.9568143410703958,0.9478283112721048,0.9413736406654442,0.9385801219929665,0.9353143298665322,0.934595907385275,0.9343733127777752
10,1.0,0.9975615987682359,0.9859943399152145,0.979869415972604,0.9738163486345033,0.9587637708317521,0.9559126627865857,0.9519496415174711,0.9468269682287795,0.9420764615329336,0.9413739187221586,0.9401491254089349,0.9351585374327156,0.9333083761258592,0.9321558488165131,0.9310396402753779,0.9293857439846566,0.9288904511187676,0.9971236045147147,0.9941583850569226,0.9935744920174274,0.9930462220318618,0.983033558663477,0.9775258892588659,0.9747815506852439,0.9571868273520776,0.9550917579964779,0.9457437529484168,0.939028951536854,0.936122767103152,0.9327249855964276,0.9319775240274603,0.9317459306741295
11,1.0,0.9974999227695219,0.9856385326826904,0.9793560680995939,0.973146980382308,0.9577058372746182,0.9547811095476044,0.9507158286652113,0.9454602617006519,0.9405863879104595,0.939865596346831,0.9386089626714139,0.9334883644114522,0.9315899615309129,0.9304073566344891,0.9292620075700418,0.9275648996576351,0.9270566684513606,0.9970513088149076,0.9940141368751185,0.9934160728837815,0.9928749791196224,0.9826045790738116,0.9769606991990991,0.9741484003313804,0.9560880396060653,0.9539386358887502,0.9443481590129739,0.9374591012878669,0.9344774404666276,0.9309912245234359,0.9302243062585714,0.929986683526156
12,1.0,0.9974690262453698,0.9854602614622566,0.9790988252160171,0.972811521527646,0.9571755719585658,0.9542139347416266,0.9500973870127075,0.9447751807502345,0.9398394421374533,0.9391094992957446,0.9378368979717677,0.9326510951850799,0.9307284966493485,0.929530805737352,0.9283708404382125,0.9266520578439288,0.9261373368926025,0.9970151012431615,0.9939419439312088,0.9933367926205006,0.9927892852489264,0.9823896870588132,0.9766776357564723,0.9738313220394411,0.9555372891601209,0.9533606399356248,0.943648576838319,0.9366721374564725,0.9336526274589224,0.9301220603476489,0.9293453842137808,0.9291047376247236
13,1.0,0.9974690262453698,0.9854602614622566,0.9790988252160171,0.972811521527646,0.9571755719585658,0.9542139347416266,0.9500973870127075,0.9447751807502345,0.9398394421374533,0.9391094992957446,0.9378368979717677,0.9326510951850799,0.9307284966493485,0.929530805737352,0.9283708404382125,0.9266520578439288,0.9261373368926025,0.9970151012431615,0.9939419439312088,0.9933367926205006,0.9927892852489264,0.9823896870588132,0.9766776357564723,0.9738313220394411,0.9555372891601209,0.9533606399356248,0.943648576838319,0.9366721374564725,0.9336526274589224,0.9301220603476489,0.9293453842137808,0.9291047376247236
14,1.0,0.9974380904470058,0.9852817435435705,0.9788412004562645,0.9724755426332718,0.9566444349004869,0.9536458212861186,0.9494779146986458,0.9440889398832815,0.939091214697726,0.9383521025097099,0.9370635016547677,0.9318123604058242,0.9298655159198472,0.9286527072677935,0.9274780948478846,0.9257375912999378,0.9252163667802402,0.9969788535978238,0.9938697048165362,0.993257464955536,0.99270354282933,0.9821745251860614,0.9763942581704348,0.9735139063863117,0.9549856279990061,0.9527816806657837,0.9429477960885443,0.9358838048006475,0.93282637108819,0.9292513628337585,0.9284649090012206,0.9282212323978096
15,1.0,0.9973761002443845,0.984923962660469,0.978324797470872,0.9718020139208432,0.9555795271632629,0.9525067585877287,0.9482358562642766,0.9427129536939907,0.937590887375205,0.9368333818829553,0.9355126855966606,0.930130462537104,0.9281349741008017,0.9268918340554565,0.925687834013506,0.9239037486542805,0.9233694752030744,0.9969062372990404,0.9937250872581453,0.9930986665978899,0.992531911515318,0.9817433866675616,0.9758265548923009,0.9728780570696143,0.9538795542761467,0.9516208517530413,0.9415426132099953,0.9343030035624857,0.9311694971309165,0.927505334611133,0.9266992654391213,0.9264495101929895
16,1.0,0.9972828154428907,0.9843854098666969,0.9775472794774989,0.9707877523885554,0.9539755114327169,0.9507909994991802,0.94636490097067,0.9406401191538128,0.9353306107344161,0.9345453772058396,0.933176294096341,0.9275964243665318,0.9255275854401194,0.9242387057016404,0.9229903880215674,0.921140576034783,0.9205866234609519,0.9967970073323248,0.9935078094882912,0.9928601083601092,0.9922740952045863,0.9810946221596739,0.974972608107947,0.9719217155151278,0.9522134918408053,0.9498722546518404,0.9394256877129313,0.9319213496779234,0.9286731645667062,0.924874582872899,0.9240389391091341,0.9237800188268971
17,1.0,0.997126528527965,0.9834827187483469,0.9762435107957566,0.9690865464324294,0.9512840882617373,0.9479119498869488,0.9432252829876324,0.937161352006617,0.9315369114491276,0.9307050892408998,0.9292546990693887,0.9233426341280873,0.9211504986227453,0.9197847262523711,0.9184619033963248,0.9165015843266562,0.9159145456292855,0.9966141290163749,0.993144728561271,0.9924615351682006,0.9918434020955692,0.9800077732263281,0.973542886859471,0.970320863451032,0.9494178486177703,0.9469379616825719,0.9358726300192735,0.9279235430613144,0.9244826788005189,0.9204581953754226,0.9195728485273621,0.9192985252102414
18,1.0,0.9970322597994556,0.9829379838405806,0.9754564139398877,0.968059233356562,0.9496581791054841,0.9461726153119742,0.9413284391615684,0.9350593743306808,0.9292444249373601,0.9283844195368062,0.9268848391700996,0.9207717501890932,0.91850499548668,0.9170926828880619,0.9157247629013708,0.913697549058097,0.9130904822858367,0.9965038957249751,0.992926299601964,0.9922217958911592,0.9915843769283974,0.9793522577841869,0.9726811014234766,0.9693561129117808,0.9477289119405582,0.9451651661742365,0.9337255834144018,0.9255074812208616,0.9219500608719345,0.9177888902395906,0.9168734689196834,0.9165898253295429
19,1.0,0.9970637245913401,0.9831198253283937,0.9757191875435001,0.96840222708911,0.9502010818745014,0.9467533982752213,0.9419618238314275,0.9357612758311551,0.9300099602702235,0.9291593686938412,0.9276762193526776,0.921630282607806,0.9193884551578002,0.9179916901654417,0.9166388358559977,0.9146339701819457,0.9140335943438638,0.9965406828505355,0.9929991581434306,0.9923017591220828,0.991670769954383,0.9795710500918698,0.9729686962420037,0.9696780534717768,0.9482928657257329,0.9457571294009723,0.9344425497180571,0.9263143021983633,0.922795814003097,0.9186803026071225,0.9177749274541721,0.9174943972499299
20,1.0,0.9971578681058203,0.9836637734184337,0.976505064781836,0.9694278780251901,0.9518242020696281,0.9484897295254741,0.9438553695631844,0.9378595403727438,0.9322983425072447,0.9314758760691502,0.9300418144432474,0.9241964707830398,0.922029100618385,0.9206787736757823,0.9193709169982983,0.9174327969705596,0.91685240466075,0.9966507884919437,0.9932174408885928,0.9925413484374846,0.9919296416677583,0.9802257069244278,0.9738294857848948,0.970641736131229,0.9499788883916305,0.9475268420526914,0.936585758236022,0.9287259792758649,0.9253238077255529,0.9213446941771744,0.9204693297190746,0.9201980999815377
21,1.0,0.9973450454441776,0.9847446971932191,0.9780660152829257,0.9714644586401265,0.9550457471832708,0.9519357993139307,0.9476132591104371,0.9420231958793853,0.9368387736157284,0.9360720439597232,0.9347352514077372,0.9292872834419801,0.9272673964163939,0.9260090423435668,0.9247903014349186,0.9229843546672878,0.9224435356886075,0.9968698682475916,0.9936527084016127,0.9930191954894196,0.9924460222023681,0.9815274073936513,0.9755422263321937,0.9725596204115727,0.9533251319785678,0.9510389717837067,0.9408381981093824,0.9335105200866453,0.930338863804445,0.9266299871235659,0.9258140800815345,0.9255612761357728
22,1.0,0.9976538229976366,0.986526230791172,0.9806366216104501,0.9748165667431303,0.9603442455039313,0.957603073996011,0.9537927641703282,0.948868479596487,0.9443021271292317,0.943626824420825,0.9424495569423129,0.93765299867346,0.9358748296228757,0.9347671852749956,0.9336944602810192,0.9321050410271001,0.9316290539789088,0.9972317523255325,0.9943744160433463,0.9938117702361428,0.9933027273479877,0.9836750359099768,0.9783713529985951,0.975728782278255,0.958828296262647,0.9568143410703958,0.9478283112721048,0.9413736406654442,0.9385801219929665,0.9353143298665322,0.934595907385275,0.9343733127777752
23,1.0,0.997958785558165,0.9882838052011521,0.9831701648727752,0.9781182208952297,0.9655582079662411,0.9631793290801723,0.9598723327221096,0.9556013144974107,0.9516412488478279,0.9510556245473991,0.9500347973218837,0.9458766960012854,0.9443353820948728,0.9433753808619886,0.9424456865069779,0.941068323298836,0.9406558323104506,0.9975897420672245,0.9950916239273881,0.9945997229960645,0.9941546965821129,0.9857964254827682,0.9811698814379799,0.9788650606830441,0.9642431506404634,0.9624963076319835,0.9547022453586689,0.9491041016070171,0.9466815064086344,0.9438500953876969,0.943227239376675,0.9430342585053971
