hour,bus_0_pu,bus_1_pu,bus_2_pu,bus_3_pu,bus_4_pu,bus_5_pu,bus_6_pu,bus_7_pu,bus_8_pu,bus_9_pu,bus_10_pu,bus_11_pu,bus_12_pu,bus_13_pu,bus_14_pu,bus_15_pu,bus_16_pu,bus_17_pu,bus_18_pu,bus_19_pu,bus_20_pu,bus_21_pu,bus_22_pu,bus_23_pu,bus_24_pu,bus_25_pu,bus_26_pu,bus_27_pu,bus_28_pu,bus_29_pu,bus_30_pu,bus_31_pu,bus_32_pu
0,1.0,0.9933368995311047,0.9622209503911329,0.9430685750039284,0.9239440247835533,0.8818396578390593,0.8748796022182833,0.8580012897475117,0.8353469787748019,0.8146258972250783,0.8112636423038148,0.8055829016601409,0.7854321221197866,0.7789323038242745,0.7736939307223444,0.7687108766439387,0.7626260747910623,0.7608835162806096,0.9921075082304127,0.9836792303639839,0.9821180778148905,0.9807500696008032,0.9580890368315534,0.9514266501446415,0.9481044208291806,0.8779533615783397,0.8730409659776195,0.855061782260541,0.8430327363237775,0.8373526516370067,0.8297778005038907,0.8281503570543784,0.8274023909351188
1,1.0,0.993526901326184,0.9633367935275833,0.9447140804280554,0.9261201709094674,0.8853306528416387,0.8786378435477137,0.8621590652134745,0.840050232960881,0.8198355383718892,0.8165500340106732,0.8110029433969513,0.7913852931659965,0.7850763809639367,0.77996694910198,0.775108188724032,0.7691974848539346,0.7675061000181478,0.9923247414834327,0.984081384759253,0.9825565890067918,0.9812214706564027,0.9593952471915085,0.9530857751780298,0.9499396584524972,0.8815719823926766,0.8768288545913738,0.8595895116304689,0.8480887363302343,0.8426412031270177,0.835347046434756,0.8337810180173914,0.8330537448956314
2,1.0,0.9936398169621936,0.963999444041133,0.9456905355956717,0.9274108951830611,0.8873999104221127,0.880865023170651,0.864622298290886,0.842835271658719,0.8229192565455179,0.8196790128682381,0.8142107224994769,0.794907304216907,0.7887109279717869,0.7836774380380908,0.7788918809662456,0.7730837509342283,0.7714225250228417,0.9924539837421175,0.9843214875988989,0.9828184875553044,0.9815030861341923,0.9601717563080654,0.954073354129552,0.9510325513800733,0.8837169011841969,0.8790741079666102,0.8622733615664729,0.8510857528947375,0.8457760402942567,0.8386481286103606,0.8371184759686217,0.8364034490401815
3,1.0,0.9937146559800242,0.9644384445935256,0.9463371300130027,0.9282653439032093,0.8887692004232844,0.882338620291414,0.8662517914123591,0.8446771027503277,0.8249581406443992,0.8217477540737057,0.8163314399695529,0.79723524714012,0.7911130903184044,0.786129658538497,0.781392353880861,0.7756518514418811,0.7740105130163177,0.9925397021194617,0.9844810750005119,0.9829925978429418,0.9816903340233285,0.9606865141277307,0.9547285464159623,0.9517578078042139,0.885136262457011,0.8805598634360691,0.864049369293256,0.8530690041317669,0.8478504808547366,0.8408325222953308,0.8393269290692006,0.838619997839706
4,1.0,0.993677279731795,0.9642192174993329,0.946014264816227,0.9278387152321026,0.8880855637222553,0.8816029260538211,0.8654382943608069,0.8437576533668815,0.8239403683400546,0.8207150844109263,0.8152728370598566,0.7960732543100935,0.789914067004722,0.7849056622445731,0.7801442855057095,0.7743700436003542,0.7727187829433196,0.9924968866951158,0.9844013288535154,0.982905591008975,0.9815967590880542,0.9604294231590105,0.9544012659280366,0.9513955096818537,0.8844276266331219,0.8798180794739217,0.863162671192432,0.8520788358728157,0.8468147862102887,0.839741937697194,0.8382243336386438,0.8375133613163168
5,1.0,0.993526901326184,0.9633367935275833,0.9447140804280554,0.9261201709094674,0.8853306528416387,0.8786378435477137,0.8621590652134745,0.840050232960881,0.8198355383718892,0.8165500340106732,0.8110029433969513,0.7913852931659965,0.7850763809639367,0.77996694910198,0.775108188724032,0.7691974848539346,0.7675061000181478,0.9923247414834327,0.984081384759253,0.9825565890067918,0.9812214706564027,0.9593952471915085,0.9530857751780298,0.9499396584524972,0.8815719823926766,0.8768288545913738,0.8595895116304689,0.8480887363302343,0.8426412031270177,0.835347046434756,0.8337810180173914,0.8330537448956314
6,1.0,0.9931445379954731,0.9610902016448823,0.9413994684711806,0.9217353135372968,0.8782934929168021,0.8710608830883338,0.8537750140324145,0.8305632123232883,0.8093244488013832,0.8058837121387038,0.8000662737175123,0.7793699759148229,0.772674845412055,0.7673044058798426,0.7621940423381319,0.7559310029007832,0.7541360736947197,0.9918878893736695,0.9832744961096657,0.9816769480359182,0.9802760141502863,0.9567671519105648,0.949750407810011,0.9462513146996421,0.874277587329075,0.8691932636274079,0.8504627243837196,0.8378971734346511,0.831980825467194,0.8241205623606077,0.8224306759355852,0.8216616479957146
7,1.0,0.9976538229976366,0.986526230791172,0.9806366216104501,0.9748165667431303,0.9603442455039313,0.957603073996011,0.9537927641703282,0.948868479596487,0.9443021271292317,0.943626824420825,0.9424495569423129,0.93765299867346,0.9358748296228757,0.9347671852749956,0.9336944602810192,0.9321050410271001,0.9316290539789088,0.9972317523255325,0.9943744160433463,0.9938117702361428,0.9933027273479877,0.9836750359099768,0.9783713529985951,0.975728782278255,0.958828296262647,0.9568143410703958,0.9478283112721048,0.9413736406654442,0.9385801219929665,0.9353143298665322,0.934595907385275,0.9343733127777752
8,1.0,0.9974999227695219,0.9856385326826904,0.9793560680995939,0.973146980382308,0.9577058372746182,0.9547811095476044,0.9507158286652113,0.9454602617006519,0.9405863879104595,0.939865596346831,0.9386089626714139,0.9334883644114522,0.9315899615309129,0.9304073566344891,0.9292620075700418,0.9275648996576351,0.9270566684513606,0.9970513088149076,0.9940141368751185,0.9934160728837815,0.9928749791196224,0.9826045790738116,0.9769606991990991,0.9741484003313804,0.9560880396060653,0.9539386358887502,0.9443481590129739,0.9374591012878669,0.9344774404666276,0.9309912245234359,0.9302243062585714,0.929986683526156
9,1.0,0.997592378625148,0.9861718783440979,0.9801255247870994,0.9741502633047256,0.9592914480485961,0.9564770508997193,0.9525650233646763,0.9475086058603749,0.9428196027708532,0.9421261576332605,0.9409172373857626,0.9359914566675515,0.934165341846791,0.9330278064694141,0.9319261225688402,0.9302937637483133,0.9298049196360134,0.9971596930271328,0.9942304406936701,0.9936536312895571,0.9931317714778584,0.9832476487772746,0.9778080186492902,0.9750976256439415,0.9577348740474204,0.9556668941158832,0.946439777224948,0.9398118523230782,0.9369432959166215,0.9335895986794744,0.9328518361582899,0.9326232483960748
